CHR_ID,CHR_POS,STRONGEST SNP-RISK ALLELE,CONTEXT,MAPPED_TRAIT
12,49282227,rs10875943-C,intergenic_variant,prostate carcinoma
19,50861367,rs2735839-G,intergenic_variant,prostate carcinoma
12,52880120,rs902774-A,regulatory_region_variant,prostate carcinoma
17,37741165,rs7501939-C,intron_variant,prostate carcinoma
17,71112612,rs1859962-G,intron_variant,prostate carcinoma
6,116888889,rs339331-T,intron_variant,prostate carcinoma
7,27936944,rs10486567-G,intron_variant,prostate carcinoma
8,23668950,rs1512268-A,intergenic_variant,prostate carcinoma
8,126999692,rs10086908-T,intron_variant,prostate carcinoma
4,105140377,rs7679673-C,intron_variant,prostate carcinoma
8,126999692,rs10086908-T,intron_variant,prostate carcinoma
8,127081052,rs1016343-T,non_coding_transcript_exon_variant,prostate carcinoma
8,127401060,rs6983267-G,non_coding_transcript_exon_variant,prostate carcinoma
8,127519444,rs11986220-A,intergenic_variant,prostate carcinoma
11,69227200,rs10896449-G,intergenic_variant,prostate carcinoma
12,52880120,rs902774-A,regulatory_region_variant,prostate carcinoma
17,37741165,rs7501939-C,intron_variant,prostate carcinoma
17,71112612,rs1859962-G,intron_variant,prostate carcinoma
22,43104206,rs5759167-G,TF_binding_site_variant,prostate carcinoma
10,46046326,rs10993994-T,5_prime_UTR_variant,prostate carcinoma
17,37714971,rs11649743-G,intron_variant,prostate carcinoma
19,50851341,rs2659124-T,intergenic_variant,prostate carcinoma
7,27937744,rs7808935-T,intron_variant,prostate carcinoma
9,13970373,rs142463603-A,regulatory_region_variant,prostate carcinoma
8,127519444,rs11986220-A,intergenic_variant,prostate carcinoma
10,46046326,rs10993994-T,5_prime_UTR_variant,prostate carcinoma
11,69244226,rs376592364-T,intergenic_variant,prostate carcinoma
17,37743574,rs11263763-A,intron_variant,prostate carcinoma
17,71111532,rs8071558-C,intron_variant,prostate carcinoma
22,43104206,rs5759167-G,TF_binding_site_variant,prostate carcinoma
11,69227200,rs10896449-G,intergenic_variant,prostate carcinoma
1,150685811,rs17599629-G,intron_variant,prostate carcinoma
2,85567174,rs10187424-A,intron_variant,prostate carcinoma
7,27936944,rs10486567-G,intron_variant,prostate carcinoma
8,23668950,rs1512268-A,intergenic_variant,prostate carcinoma
1,150685811,rs17599629-G,intron_variant,prostate carcinoma
2,85567174,rs10187424-A,intron_variant,prostate carcinoma
8,127081052,rs1016343-T,non_coding_transcript_exon_variant,prostate carcinoma
8,127094635,rs6983561-C,intron_variant,prostate carcinoma
8,127082911,rs13252298-A,non_coding_transcript_exon_variant,prostate carcinoma
8,127094635,rs6983561-C,intron_variant,prostate carcinoma
8,127401060,rs6983267-G,non_coding_transcript_exon_variant,prostate carcinoma
12,49282227,rs10875943-C,intergenic_variant,prostate carcinoma
17,37714971,rs11649743-G,intron_variant,prostate carcinoma
19,50861367,rs2735839-G,intergenic_variant,prostate carcinoma
6,160412632,rs9364554-T,intron_variant,prostate carcinoma
16,71997071,rs12597458-G,intron_variant,prostate carcinoma
6,21330062,rs12198220-T,intergenic_variant,prostate carcinoma
8,127505328,rs4242382-A,intergenic_variant,prostate carcinoma
17,37741595,rs8064454-C,intron_variant,prostate carcinoma
17,71110733,rs17765344-A,intron_variant,prostate carcinoma
22,43104206,rs5759167-G,TF_binding_site_variant,prostate carcinoma
10,46046326,rs10993994-T,5_prime_UTR_variant,prostate carcinoma
3,170281428,rs71277158-T,non_coding_transcript_exon_variant,prostate carcinoma
11,69218116,rs7929962-T,regulatory_region_variant,prostate carcinoma
6,160419220,rs7758229-T,intron_variant,prostate carcinoma
2,62950976,rs2430386-T,intron_variant,prostate carcinoma
3,87085650,rs17023900-G,intergenic_variant,prostate carcinoma
5,1282299,rs7725218-G,intron_variant,prostate carcinoma
12,114228397,rs10774740-G,intergenic_variant,prostate carcinoma
4,105140377,rs7679673-C,intron_variant,prostate carcinoma
8,127401060,rs6983267-G,non_coding_transcript_exon_variant,prostate carcinoma
8,127112671,rs16901979-A,intron_variant,prostate carcinoma
17,48728343,rs138213197-T,missense_variant,prostate carcinoma
17,715922,rs461251-G,intron_variant,prostate carcinoma
17,71123149,rs6501436-A,intron_variant,prostate carcinoma
17,80283547,rs532860474-A,intron_variant,prostate carcinoma
19,38247490,rs4802297-C,intron_variant,prostate carcinoma
19,50861013,rs2569735-G,regulatory_region_variant,prostate carcinoma
22,28365160,rs62237617-T,intron_variant,prostate carcinoma
22,38475886,rs138426-A,intron_variant,prostate carcinoma
22,43104206,rs5759167-T,TF_binding_site_variant,prostate carcinoma
17,37741595,rs8064454-C,intron_variant,prostate carcinoma
17,80283547,rs532860474-A,intron_variant,prostate carcinoma
19,50862210,rs2735837-G,intron_variant,prostate carcinoma
21,16289097,rs2823739-G,intron_variant,prostate carcinoma
22,38475886,rs138426-A,intron_variant,prostate carcinoma
2,172457063,rs116532339-G,intron_variant,prostate carcinoma
2,43443310,rs4952990-T,intron_variant,prostate carcinoma
2,62521234,rs4672531-T,TF_binding_site_variant,prostate carcinoma
3,128385626,rs149272765-T,intron_variant,prostate carcinoma
3,87103531,rs9310048-C,intron_variant,prostate carcinoma
5,1897065,rs13177600-A,intron_variant,prostate carcinoma
6,116920858,rs12202378-C,intron_variant,prostate carcinoma
6,41568689,rs1983891-T,intron_variant,prostate carcinoma
7,27953538,rs62451152-C,intron_variant,prostate carcinoma
8,127091724,rs72725879-T,non_coding_transcript_exon_variant,prostate carcinoma
8,23667698,rs4872174-T,intergenic_variant,prostate carcinoma
10,121076917,rs77612511-T,regulatory_region_variant,prostate carcinoma
10,46046326,rs10993994-C,5_prime_UTR_variant,prostate carcinoma
10,79067875,rs4980020-A,non_coding_transcript_exon_variant,prostate carcinoma
12,52921881,rs142025399-T,intron_variant,prostate carcinoma
13,73167240,rs61390061-T,regulatory_region_variant,prostate carcinoma
1,204572069,rs930947-A,regulatory_region_variant,prostate carcinoma
2,120342593,rs10204633-G,regulatory_region_variant,prostate carcinoma
2,172457063,rs116532339-G,intron_variant,prostate carcinoma
2,20678393,rs9306895-C,3_prime_UTR_variant,prostate carcinoma
2,237490183,rs80151891-T,intron_variant,prostate carcinoma
2,241346959,rs116154780-T,intron_variant,prostate carcinoma
2,43410859,rs7591218-G,intron_variant,prostate carcinoma
2,63050708,rs58235267-G,intron_variant,prostate carcinoma
2,85553413,rs699664-T,missense_variant,prostate carcinoma
3,113585934,rs9827928-G,intron_variant,prostate carcinoma
3,128385626,rs149272765-T,intron_variant,prostate carcinoma
3,170356729,rs78416326-C,TF_binding_site_variant,prostate carcinoma
3,87142941,rs60086365-A,non_coding_transcript_exon_variant,prostate carcinoma
4,105140377,rs7679673-A,intron_variant,prostate carcinoma
4,94623567,rs6853490-G,intron_variant,prostate carcinoma
5,134509689,rs4958244-G,regulatory_region_variant,prostate carcinoma
6,116891526,rs339334-G,intron_variant,prostate carcinoma
6,153127172,rs6932847-A,intron_variant,prostate carcinoma
6,21322231,rs9358412-A,intergenic_variant,prostate carcinoma
6,31099487,rs9263523-T,intergenic_variant,prostate carcinoma
6,34549452,rs3798550-A,intron_variant,prostate carcinoma
6,41559960,rs9381080-C,intron_variant,prostate carcinoma
7,20886387,rs2709729-T,intron_variant,prostate carcinoma
7,27936944,rs10486567-A,intron_variant,prostate carcinoma
7,98144500,rs11768309-A,intron_variant,prostate carcinoma
8,127519444,rs11986220-T,intergenic_variant,prostate carcinoma
8,23668030,rs13265330-T,intergenic_variant,prostate carcinoma
10,121076917,rs77612511-T,regulatory_region_variant,prostate carcinoma
10,125008641,rs7077275-C,intron_variant,prostate carcinoma
10,46046326,rs10993994-C,5_prime_UTR_variant,prostate carcinoma
10,78492220,rs56002941-G,intron_variant,prostate carcinoma
11,102525876,rs12285347-C,intron_variant,prostate carcinoma
11,2213460,rs10840606-G,intergenic_variant,prostate carcinoma
11,69213892,rs12275055-G,regulatory_region_variant,prostate carcinoma
12,14780588,rs7307567-T,intergenic_variant,prostate carcinoma
12,49278931,rs56222401-G,regulatory_region_variant,prostate carcinoma
12,52918828,rs73110464-T,intron_variant,prostate carcinoma
13,73142687,rs7489384-G,intergenic_variant,prostate carcinoma
14,52901514,rs12889169-T,intron_variant,prostate carcinoma
17,12677416,rs115950603-T,intron_variant,prostate carcinoma
17,37742390,rs11651052-G,intron_variant,prostate carcinoma
3,189638472,rs4488809-C,intron_variant,lung carcinoma
5,1286401,rs2736100-G,3_prime_UTR_variant,lung carcinoma
17,67902693,rs7216064-A,intron_variant,lung carcinoma
2,151397404,rs10197940-T,intergenic_variant,lung carcinoma
10,112738717,rs7086803-A,intron_variant,lung carcinoma
6,117465017,rs9387478-C,intron_variant,lung carcinoma
6,32465390,rs2395185-T,intron_variant,lung carcinoma
15,78601997,rs1051730-T,synonymous_variant,lung carcinoma
15,78601997,rs1051730-T,synonymous_variant,lung carcinoma
6,41525674,rs7741164-A,intron_variant,lung carcinoma
9,310970,rs10969557-G,intron_variant,lung carcinoma
13,32398489,rs11571833-T,stop_gained,lung carcinoma
22,28725099,rs17879961-A,missense_variant,lung carcinoma
6,27174125,rs35768595-T,intergenic_variant,lung carcinoma
6,27473944,rs149866169-A,intron_variant,lung carcinoma
6,27685341,rs13217620-T,intergenic_variant,lung carcinoma
6,27791336,rs35037868-C,intergenic_variant,lung carcinoma
6,27901014,rs13199649-T,intergenic_variant,lung carcinoma
6,28107123,rs35952432-T,intron_variant,lung carcinoma
6,28314117,rs34661125-A,intergenic_variant,lung carcinoma
7,1888365,rs116461399-C,intron_variant,lung carcinoma
6,28966575,rs148696809-C,intergenic_variant,lung carcinoma
7,32456891,rs116826541-G,intergenic_variant,lung carcinoma
7,125489725,rs139244745-G,intergenic_variant,lung carcinoma
7,129549809,rs115870917-C,intergenic_variant,lung carcinoma
7,18935100,rs147680653-G,intron_variant,lung carcinoma
7,148417173,rs116480994-C,3_prime_UTR_variant,lung carcinoma
7,57220433,rs116295105-T,non_coding_transcript_exon_variant,lung carcinoma
7,141889260,rs116551911-T,regulatory_region_variant,lung carcinoma
7,92903996,rs115666025-A,intron_variant,lung carcinoma
6,31113657,rs3094222-G,intergenic_variant,lung carcinoma
7,21850463,rs116718137-C,intron_variant,lung carcinoma
7,121654546,rs116822326-G,intron_variant,lung carcinoma
6,31757508,rs3131378-G,non_coding_transcript_exon_variant,lung carcinoma
6,31872700,rs501942-T,intron_variant,lung carcinoma
7,23222816,rs144433536-T,regulatory_region_variant,lung carcinoma
7,20728390,rs147151648-G,synonymous_variant,lung carcinoma
7,5198964,rs115613607-C,intron_variant,lung carcinoma
7,84964391,rs114828403-C,intergenic_variant,lung carcinoma
7,50570413,rs116298963-G,intergenic_variant,lung carcinoma
7,142511792,rs116718336-G,intron_variant,lung carcinoma
7,114735161,rs114393147-A,intergenic_variant,lung carcinoma
6,33360927,rs114984535-T,intergenic_variant,lung carcinoma
6,33499993,rs210191-G,intergenic_variant,lung carcinoma
6,71448423,rs117497853-A,intergenic_variant,lung carcinoma
6,71674838,rs117534741-A,intergenic_variant,lung carcinoma
7,131036046,rs10265693-G,intron_variant,lung carcinoma
7,22699143,rs4722166-C,intron_variant,lung carcinoma
7,87356828,rs148791337-C,intron_variant,lung carcinoma
7,9785912,rs7805022-A,intergenic_variant,lung carcinoma
8,127884833,rs17775239-A,intron_variant,lung carcinoma
8,1514102,rs2404618-T,intron_variant,lung carcinoma
8,27307357,rs76694908-C,intron_variant,lung carcinoma
8,27487202,rs11780471-G,intergenic_variant,lung carcinoma
8,32548461,rs7820838-T,5_prime_UTR_variant,lung carcinoma
8,40324784,rs6989042-G,intron_variant,lung carcinoma
8,54583273,rs188586526-T,intron_variant,lung carcinoma
9,99824951,rs191205566-T,intron_variant,lung carcinoma
9,120638143,rs10984970-G,intron_variant,lung carcinoma
9,134849951,rs140701862-C,intergenic_variant,lung carcinoma
9,21746359,rs10811609-G,intergenic_variant,lung carcinoma
9,21852182,rs7026112-T,intron_variant,lung carcinoma
9,22052069,rs62560775-G,intron_variant,lung carcinoma
10,100912491,rs62621207-T,non_coding_transcript_exon_variant,lung carcinoma
10,103934543,rs7902587-T,intron_variant,lung carcinoma
10,4936227,rs10904377-T,intergenic_variant,lung carcinoma
11,116128039,rs78334599-G,intergenic_variant,lung carcinoma
11,118255861,rs1629083-C,intron_variant,lung carcinoma
11,4395899,rs11032090-G,intron_variant,lung carcinoma
11,57482553,rs78853063-C,intergenic_variant,lung carcinoma
12,47335812,rs215335-T,intergenic_variant,lung carcinoma
12,58440252,rs3847711-G,intergenic_variant,lung carcinoma
12,889653,rs7953330-G,intron_variant,lung carcinoma
13,32265853,rs56404467-A,intron_variant,lung carcinoma
13,32398489,rs11571833-T,stop_gained,lung carcinoma
13,32664993,rs185038874-G,intron_variant,lung carcinoma
15,101287286,rs56377826-T,intron_variant,lung carcinoma
15,43638408,rs35028925-A,intron_variant,lung carcinoma
15,47285254,rs66759488-A,intron_variant,lung carcinoma
15,49084427,rs77468143-T,intergenic_variant,lung carcinoma
15,49186829,rs7169304-G,intron_variant,lung carcinoma
15,49702202,rs12904211-T,intergenic_variant,lung carcinoma
1,154593749,rs78062588-T,intron_variant,lung carcinoma
1,168535779,rs77045810-A,intergenic_variant,lung carcinoma
3,189639410,rs13080835-G,intron_variant,lung carcinoma
1,77621033,rs71641308-T,intron_variant,lung carcinoma
4,110592565,rs11941078-C,intergenic_variant,lung carcinoma
1,77984833,rs34517439-A,intron_variant,lung carcinoma
5,24051663,rs185666783-C,intron_variant,lung carcinoma
4,9717524,rs7683574-T,intergenic_variant,lung carcinoma
1,78529850,rs34443463-A,intron_variant,lung carcinoma
5,1128621,rs12517665-A,intergenic_variant,lung carcinoma
5,1320132,rs380286-G,intron_variant,lung carcinoma
2,173373971,rs72899227-A,intergenic_variant,lung carcinoma
2,181286781,rs2119148-A,intron_variant,lung carcinoma
6,116966680,rs72951719-T,intergenic_variant,lung carcinoma
6,166962978,rs6920364-C,intergenic_variant,lung carcinoma
6,167093246,rs17615336-A,intron_variant,lung carcinoma
6,25513951,rs35789010-A,intron_variant,lung carcinoma
6,25775342,rs28412066-T,intron_variant,lung carcinoma
6,26015261,rs13191445-A,intergenic_variant,lung carcinoma
6,26285639,rs3999544-C,non_coding_transcript_exon_variant,lung carcinoma
2,67283245,rs11692700-C,intron_variant,lung carcinoma
6,26740141,rs34244947-C,intergenic_variant,lung carcinoma
2,67740157,rs151124926-T,intergenic_variant,lung carcinoma
3,140057957,rs76486688-A,intron_variant,lung carcinoma
3,16630314,rs9869622-C,intron_variant,lung carcinoma
1,77501822,rs71658797-A,intron_variant,lung carcinoma
4,99331151,rs113659074-G,intergenic_variant,lung carcinoma
1,77794071,rs35535570-A,intron_variant,lung carcinoma
4,163180372,rs1479090-A,regulatory_region_variant,lung carcinoma
1,78157942,rs17391694-T,intergenic_variant,lung carcinoma
1,78277321,rs71641333-A,intron_variant,lung carcinoma
5,1000041,rs78154696-A,intergenic_variant,lung carcinoma
1,89871466,rs12081674-G,intron_variant,lung carcinoma
2,152974968,rs1991625-A,intergenic_variant,lung carcinoma
5,141815981,rs34357052-C,intergenic_variant,lung carcinoma
5,179554240,rs10479542-A,intron_variant,lung carcinoma
6,109378243,rs35452836-T,intron_variant,lung carcinoma
2,201641266,rs55902839-A,intron_variant,lung carcinoma
2,213169380,rs72949976-T,intergenic_variant,lung carcinoma
2,237162514,rs111308888-T,intergenic_variant,lung carcinoma
2,24535852,rs11902506-A,intron_variant,lung carcinoma
2,24705710,rs2289393-C,intron_variant,lung carcinoma
2,44962598,rs79368540-T,intron_variant,lung carcinoma
2,65293011,rs1039766-T,regulatory_region_variant,lung carcinoma
6,26631340,rs66488313-T,intergenic_variant,lung carcinoma
2,67474157,rs55864010-A,intergenic_variant,lung carcinoma
6,26959823,rs80264589-A,intron_variant,lung carcinoma
3,130514497,rs114624737-A,intergenic_variant,lung carcinoma
15,74763478,rs79149102-T,regulatory_region_variant,lung carcinoma
15,78565644,rs55781567-G,5_prime_UTR_variant,lung carcinoma
15,78674313,rs11639372-T,intron_variant,lung carcinoma
15,78782176,rs4886591-A,intron_variant,lung carcinoma
15,78892838,rs28408315-G,non_coding_transcript_exon_variant,lung carcinoma
17,72303817,rs17181550-T,intron_variant,lung carcinoma
18,2280389,rs631644-A,intron_variant,lung carcinoma
19,40689265,rs66500423-C,intron_variant,lung carcinoma
19,40847202,rs56113850-C,intron_variant,lung carcinoma
6,28426903,rs13201681-T,intergenic_variant,lung carcinoma
8,72068569,rs12234934-A,intron_variant,lung carcinoma
9,105051392,rs35440884-G,intron_variant,lung carcinoma
9,2552965,rs148802107-T,intron_variant,lung carcinoma
10,131203676,rs2918130-T,intron_variant,lung carcinoma
11,118297371,rs61677309-A,intergenic_variant,lung carcinoma
11,33017547,rs4755351-G,intron_variant,lung carcinoma
11,61837495,rs2072113-C,intron_variant,lung carcinoma
12,893691,rs4619206-C,intron_variant,lung carcinoma
12,27477804,rs116901460-T,intron_variant,lung carcinoma
13,32398489,rs11571833-T,stop_gained,lung carcinoma
15,43492277,rs2439831-C,splice_region_variant,lung carcinoma
15,49038657,rs79040073-C,intron_variant,lung carcinoma
15,49186829,rs7169304-G,intron_variant,lung carcinoma
15,74783309,rs12439944-T,intron_variant,lung carcinoma
15,75223213,rs62027346-A,intergenic_variant,lung carcinoma
15,78565644,rs55781567-G,5_prime_UTR_variant,lung carcinoma
15,78674313,rs11639372-T,intron_variant,lung carcinoma
15,78782176,rs4886591-A,intron_variant,lung carcinoma
15,78892838,rs28408315-G,non_coding_transcript_exon_variant,lung carcinoma
15,88883704,rs17791430-T,intron_variant,lung carcinoma
15,92567899,rs28510890-G,non_coding_transcript_exon_variant,lung carcinoma
17,30896564,rs140040369-C,intergenic_variant,lung carcinoma
18,48019814,rs7227917-A,regulatory_region_variant,lung carcinoma
19,40847202,rs56113850-C,intron_variant,lung carcinoma
1,156108585,rs116480793-T,intron_variant,lung carcinoma
1,195822467,rs114864108-A,intergenic_variant,lung carcinoma
1,243029970,rs144503462-T,intron_variant,lung carcinoma
1,2970656,rs117105675-T,intergenic_variant,lung carcinoma
1,77501822,rs71658797-A,intron_variant,lung carcinoma
1,77984833,rs34517439-A,intron_variant,lung carcinoma
1,78157942,rs17391694-T,intergenic_variant,lung carcinoma
1,78512030,rs6700362-T,intron_variant,lung carcinoma
6,26132842,rs36109883-A,intron_variant,lung carcinoma
6,26336344,rs34158769-A,intron_variant,lung carcinoma
6,26468098,rs3734542-A,missense_variant,lung carcinoma
6,26568907,rs36162392-C,TF_binding_site_variant,lung carcinoma
6,26740141,rs34244947-C,intergenic_variant,lung carcinoma
6,26981893,rs34816374-G,intron_variant,lung carcinoma
6,27174125,rs35768595-T,intergenic_variant,lung carcinoma
6,27332531,rs13212562-G,intergenic_variant,lung carcinoma
6,27473944,rs149866169-A,intron_variant,lung carcinoma
6,27685341,rs13217620-T,intergenic_variant,lung carcinoma
6,27916234,rs13218875-T,intergenic_variant,lung carcinoma
6,28106103,rs34662244-A,intron_variant,lung carcinoma
6,28336607,rs67340775-C,non_coding_transcript_exon_variant,lung carcinoma
6,28444164,rs67381177-C,regulatory_region_variant,lung carcinoma
7,81978180,rs116668069-A,intron_variant,lung carcinoma
7,38445825,rs116381494-G,intron_variant,lung carcinoma
7,39029022,rs115287935-T,intron_variant,lung carcinoma
7,19584789,rs116442863-A,intergenic_variant,lung carcinoma
7,125489725,rs139244745-G,intergenic_variant,lung carcinoma
7,44898712,rs115729734-G,intergenic_variant,lung carcinoma
7,79974067,rs115707823-A,non_coding_transcript_exon_variant,lung carcinoma
7,96318144,rs116260619-C,intron_variant,lung carcinoma
7,141889260,rs116551911-T,regulatory_region_variant,lung carcinoma
6,31113428,rs2233956-C,intergenic_variant,lung carcinoma
6,31353490,rs2596500-C,TF_binding_site_variant,lung carcinoma
7,114625426,rs114002231-C,intron_variant,lung carcinoma
6,31872700,rs501942-T,intron_variant,lung carcinoma
7,23222816,rs144433536-T,regulatory_region_variant,lung carcinoma
7,20728390,rs147151648-G,synonymous_variant,lung carcinoma
7,49465970,rs115100928-A,intergenic_variant,lung carcinoma
7,124224131,rs115819854-T,intron_variant,lung carcinoma
6,32815309,rs7383287-G,synonymous_variant,lung carcinoma
7,147495301,rs115447191-G,intron_variant,lung carcinoma
7,31203609,rs114738294-C,intron_variant,lung carcinoma
6,422631,rs62389424-A,regulatory_region_variant,lung carcinoma
7,52978922,rs118087489-A,intergenic_variant,lung carcinoma
8,58237322,rs146204659-C,intron_variant,lung carcinoma
7,17014722,rs3944100-C,intron_variant,lung carcinoma
7,43004867,rs2877187-T,intron_variant,lung carcinoma
7,71149860,rs56212584-G,intron_variant,lung carcinoma
7,87332982,rs139328189-C,intron_variant,lung carcinoma
8,131135279,rs144706282-G,intron_variant,lung carcinoma
8,21974983,rs3816788-A,intron_variant,lung carcinoma
8,27563265,rs2741348-G,intron_variant,lung carcinoma
8,54583273,rs188586526-T,intron_variant,lung carcinoma
8,54778417,rs142328647-T,intron_variant,lung carcinoma
2,105454164,rs17697383-C,intergenic_variant,lung carcinoma
2,173211033,rs1866631-A,non_coding_transcript_exon_variant,lung carcinoma
2,201641266,rs55902839-A,intron_variant,lung carcinoma
2,24506770,rs62140840-T,intron_variant,lung carcinoma
2,24748307,rs6710503-A,intron_variant,lung carcinoma
2,49628893,rs191932161-A,intergenic_variant,lung carcinoma
2,67277529,rs79294676-A,intron_variant,lung carcinoma
2,67400580,rs116165775-T,3_prime_UTR_variant,lung carcinoma
2,67567320,rs76980472-C,intron_variant,lung carcinoma
2,67740157,rs151124926-T,intergenic_variant,lung carcinoma
2,8896952,rs150954074-C,intron_variant,lung carcinoma
3,29367165,rs7428320-G,intron_variant,lung carcinoma
3,54866828,rs1880828-A,intron_variant,lung carcinoma
4,3916972,rs10016781-G,intron_variant,lung carcinoma
4,4774436,rs12108538-G,intron_variant,lung carcinoma
5,1004587,rs79398649-T,regulatory_region_variant,lung carcinoma
5,1320021,rs421629-G,intron_variant,lung carcinoma
5,1518964,rs4406174-C,intron_variant,lung carcinoma
5,851467,rs3810859-A,intron_variant,lung carcinoma
6,109607903,rs13205254-G,intron_variant,lung carcinoma
6,155621539,rs11751666-G,intergenic_variant,lung carcinoma
6,21966406,rs62402518-C,intron_variant,lung carcinoma
6,25513951,rs35789010-A,intron_variant,lung carcinoma
6,25684378,rs13191296-T,intron_variant,lung carcinoma
6,26015261,rs13191445-A,intergenic_variant,lung carcinoma
19,4840787,rs72981884-G,intron_variant,lung carcinoma
12,128586392,rs7299138-T,intron_variant,lung carcinoma
2,29074892,rs17007554-C,regulatory_region_variant,lung carcinoma
7,49079904,rs4455778-T,intergenic_variant,lung carcinoma
12,101467714,rs7979031-C,intergenic_variant,lung carcinoma
11,79098201,rs2187172-A,intron_variant,lung carcinoma
6,42625980,rs10755723-T,intron_variant,lung carcinoma
7,131247904,rs11514963-C,intron_variant,lung carcinoma
9,21721062,rs12336169-A,intergenic_variant,lung carcinoma
12,7059368,rs7962738-A,intron_variant,lung carcinoma
19,49954294,rs12165127-T,intron_variant,lung carcinoma
10,97913426,rs60280813-C,intron_variant,lung carcinoma
3,158106120,rs75077515-C,5_prime_UTR_variant,lung carcinoma
3,191401867,rs366403-A,intergenic_variant,lung carcinoma
1,208834717,rs34763909-C,regulatory_region_variant,lung carcinoma
5,174961029,rs79793963-G,intron_variant,lung carcinoma
7,44709971,rs11769862-T,intergenic_variant,lung carcinoma
6,71939241,rs117413473-G,intron_variant,lung carcinoma
5,56505512,rs29999-A,intergenic_variant,lung carcinoma
16,63988622,rs74635764-T,intergenic_variant,lung carcinoma
5,1285859,rs7705526-A,intron_variant,lung carcinoma
1,77947094,rs17382996-A,3_prime_UTR_variant,lung carcinoma
7,87246462,rs117049781-T,intergenic_variant,lung carcinoma
6,396321,rs12203592-T,intron_variant,lung carcinoma
6,109418898,rs17534632-T,intron_variant,lung carcinoma
6,32604329,rs34102154-A,intergenic_variant,lung carcinoma
10,112733139,rs1885281-A,intron_variant,lung carcinoma
11,118222832,rs11607355-T,intron_variant,lung carcinoma
15,49091284,rs2413932-T,intergenic_variant,lung carcinoma
17,7668434,rs78378222-C,3_prime_UTR_variant,basal cell carcinoma
5,1321972,rs401681-C,intron_variant,basal cell carcinoma
3,101881880,rs651907-C,intron_variant,colorectal cancer
6,41725074,rs4711689-A,intron_variant,colorectal cancer
8,116611854,rs2450115-T,intergenic_variant,colorectal cancer
8,116635549,rs6469656-A,regulatory_region_variant,colorectal cancer
10,58811675,rs4948317-C,intron_variant,colorectal cancer
10,99529178,rs12412391-G,intron_variant,colorectal cancer
10,102835491,rs4919687-G,non_coding_transcript_exon_variant,colorectal cancer
10,112559621,rs10506868-T,intron_variant,colorectal cancer
12,6872998,rs11064437-C,splice_acceptor_variant,colorectal cancer
17,10806436,rs17817050-A,intron_variant,colorectal cancer
20,62381861,rs6061231-C,regulatory_region_variant,colorectal cancer
5,135163402,rs647161-A,intron_variant,colorectal cancer
10,79059375,rs704017-G,intron_variant,colorectal cancer
10,112967084,rs11196172-A,intron_variant,colorectal cancer
11,61785208,rs174537-G,non_coding_transcript_exon_variant,colorectal cancer
12,6276561,rs10849432-T,intergenic_variant,colorectal cancer
12,4259186,rs10774214-T,intron_variant,colorectal cancer
17,897353,rs12603526-C,intron_variant,colorectal cancer
18,48924606,rs7229639-A,intron_variant,colorectal cancer
19,41354391,rs1800469-G,intron_variant,colorectal cancer
20,7831703,rs2423279-C,intergenic_variant,colorectal cancer
1,221991606,rs6687758-G,regulatory_region_variant,colorectal cancer
8,127395198,rs10505477-A,intron_variant,colorectal cancer
8,127401060,rs6983267-G,non_coding_transcript_exon_variant,colorectal cancer
8,127412547,rs7014346-A,intron_variant,colorectal cancer
10,8659256,rs10795668-G,intergenic_variant,colorectal cancer
11,111300984,rs3802842-C,intron_variant,colorectal cancer
18,48927093,rs4939827-T,intron_variant,colorectal cancer
19,33041394,rs10411210-C,intron_variant,colorectal cancer
18,48924606,rs7229639-A,intron_variant,colorectal cancer
6,130604622,rs1933755-T,regulatory_region_variant,"calcium intake measurement, colorectal cancer"
4,91117856,rs6855885-A,intron_variant,"calcium intake measurement, colorectal cancer"
4,181892145,rs1028166-G,intron_variant,"calcium intake measurement, colorectal cancer"
8,127395198,rs10505477-A,intron_variant,colorectal cancer
10,8697617,rs11255841-T,intergenic_variant,colorectal cancer
12,50179650,rs34245511-C,intron_variant,colorectal cancer
15,32720301,rs73376930-G,intron_variant,colorectal cancer
19,33036982,rs13343954-T,intron_variant,colorectal cancer
21,38996636,rs57046232-T,intron_variant,colorectal cancer
20,62394395,rs2427308-C,intron_variant,colorectal cancer
10,99585609,rs1035209-T,intergenic_variant,colorectal cancer
8,116562277,rs140355816-G,intergenic_variant,colorectal cancer
8,127395198,rs10505477-T,intron_variant,colorectal cancer
10,112520943,rs12241008-C,intron_variant,colorectal cancer
12,4259186,rs10774214-T,intron_variant,colorectal cancer
12,4259186,rs10774214-T,intron_variant,colorectal cancer
10,116727589,rs1665650-T,intron_variant,colorectal cancer
20,7831703,rs2423279-C,intergenic_variant,colorectal cancer
5,135163402,rs647161-A,intron_variant,colorectal cancer
20,7831703,rs2423279-C,intergenic_variant,colorectal cancer
5,135163402,rs647161-A,intron_variant,colorectal cancer
21,39051545,rs2242936-C,intron_variant,colorectal cancer
7,46847615,rs4308634-G,intergenic_variant,colorectal cancer
8,23807119,rs60911071-G,intergenic_variant,colorectal cancer
8,58830080,rs826732-C,intron_variant,colorectal cancer
9,34039004,rs62558833-T,intron_variant,colorectal cancer
12,95657111,rs11108175-A,intron_variant,colorectal cancer
8,23807119,rs60911071-G,intergenic_variant,colorectal cancer
8,58830080,rs826732-C,intron_variant,colorectal cancer
